sport,epreuve,classement,medaille,equipe,participant,resultats,note
Gymnastique-artistique,Poutre femmes,9,,CHN,Yihan ZHANG,,
Gymnastique-artistique,Poutre femmes,10,,ROU,Andreea PREDA,,
Gymnastique-artistique,Poutre femmes,11,,ROU,Lilia COSMAN,,
Gymnastique-artistique,Poutre femmes,12,,AUT,Charlize MOERZ,,
Gymnastique-artistique,Poutre femmes,13,,KOR,YEO Seojeong,,
Gymnastique-artistique,Poutre femmes,14,,PAN,Hillary HERON,,
Gymnastique-artistique,Poutre femmes,15,,CAN,Ava STEWART,,
Gymnastique-artistique,Poutre femmes,16,,KOR,Yunseo LEE,,
Gymnastique-artistique,Poutre femmes,17,,ESP,Laura CASABUENA,,
Gymnastique-artistique,Poutre femmes,18,,CHN,Qiyuan QIU,,
Gymnastique-artistique,Poutre femmes,19,,NED,Lieke WEVERS,,
Gymnastique-artistique,Poutre femmes,20,,GBR,Georgia-Mae FENTON,,
Gymnastique-artistique,Poutre femmes,21,,CHN,Yushan OU,,
Gymnastique-artistique,Poutre femmes,22,,NED,Sanna VEERMAN,,
Gymnastique-artistique,Poutre femmes,23,,GBR,Becky DOWNIE,,
Gymnastique-artistique,Poutre femmes,24,,UKR,Anna LASHCHEVSKA,,
Gymnastique-artistique,Poutre femmes,25,,CHN,Huan LUO,,
Gymnastique-artistique,Poutre femmes,26,,SLO,Lucija HRIBAR,,
Gymnastique-artistique,Poutre femmes,27,,CAN,Cassandra LEE,,
Gymnastique-artistique,Poutre femmes,28,,NED,Sanne WEVERS,,
Gymnastique-artistique,Poutre femmes,29,,BEL,Maellyse BRASSART,,
Gymnastique-artistique,Poutre femmes,30,,BUL,Valentina GEORGIEVA,,
Gymnastique-artistique,Poutre femmes,31,,JPN,Rina KISHI,,
Gymnastique-artistique,Poutre femmes,32,,ESP,Ana PEREZ,,
Gymnastique-artistique,Poutre femmes,33,,ITA,Angela ANDREOLI,,
Gymnastique-artistique,Poutre femmes,34,,BRA,Lorrane OLIVEIRA,,
Gymnastique-artistique,Poutre femmes,35,,SUI,Lena BICKEL,,
Gymnastique-artistique,Poutre femmes,36,,AUS,Emily WHITEHEAD,,
Gymnastique-artistique,Poutre femmes,37,,EGY,Jana MAHMOUD,,
Gymnastique-artistique,Poutre femmes,38,,KOR,Solyi SHIN,,
Gymnastique-artistique,Poutre femmes,39,,ITA,Giorgia VILLA,,
Gymnastique-artistique,Poutre femmes,40,,NZL,Georgia-Rose BROWN,,
Gymnastique-artistique,Poutre femmes,41,,PHI,Emma MALABUYO,,
Gymnastique-artistique,Poutre femmes,42,,GBR,Alice KINSELLA,,
Gymnastique-artistique,Poutre femmes,43,,AUS,Ruby PASS,,
Gymnastique-artistique,Poutre femmes,44,,USA,Jade CAREY,,
Gymnastique-artistique,Poutre femmes,45,,FRA,Coline DEVILLARD,,
Gymnastique-artistique,Poutre femmes,46,,MEX,Natalia ESCALERA,,
Gymnastique-artistique,Poutre femmes,47,,FRA,Marine BOYER,,
Gymnastique-artistique,Poutre femmes,48,,KOR,Dayeong LEE,,
Gymnastique-artistique,Poutre femmes,49,,GBR,Abigail MARTIN,,
Gymnastique-artistique,Poutre femmes,50,,GER,Helen KEVRIC,,
Gymnastique-artistique,Poutre femmes,51,,CAN,Elsabeth BLACK,,
Gymnastique-artistique,Poutre femmes,52,,ROU,Amalia GHIGOARTA,,
Gymnastique-artistique,Poutre femmes,53,,NED,Naomi VISSER,,
Gymnastique-artistique,Poutre femmes,54,,NED,Tisha VOLLEMAN,,
Gymnastique-artistique,Poutre femmes,55,,BEL,Nina DERWAEL,,
Gymnastique-artistique,Poutre femmes,56,,AUS,Emma NEDOV,,
Gymnastique-artistique,Poutre femmes,57,,JPN,Mana OKAMURA,,
Gymnastique-artistique,Poutre femmes,58,,HUN,Bettina Lili CZIFRA,,
Gymnastique-artistique,Poutre femmes,59,,MEX,Ahtziri SANDOVAL,,
Gymnastique-artistique,Poutre femmes,60,,FRA,Melanie DE JESUS DOS SANTOS,,
Gymnastique-artistique,Poutre femmes,61,,BRA,Jade BARBOSA,,
Gymnastique-artistique,Poutre femmes,62,,USA,Hezly RIVERA,,
Gymnastique-artistique,Poutre femmes,63,,ESP,Alba PETISCO,,
Gymnastique-artistique,Poutre femmes,64,,ITA,Elisa IORIO,,
Gymnastique-artistique,Poutre femmes,65,,GER,Sarah VOSS,,
Gymnastique-artistique,Poutre femmes,66,,ROU,Ana BARBOSU,,
Gymnastique-artistique,Poutre femmes,67,,JPN,Haruka NAKAMURA,,
Gymnastique-artistique,Poutre femmes,68,,FRA,Morgane OSYSSEK-REIMER,,
Gymnastique-artistique,Poutre femmes,69,,CZE,Sona ARTAMONOVA,,
Gymnastique-artistique,Poutre femmes,70,,CAN,Aurelie TRAN,,
Gymnastique-artistique,Poutre femmes,71,,BRA,Flavia SARAIVA,,
Gymnastique-artistique,Poutre femmes,72,,PHI,Aleah FINNEGAN,,
Gymnastique-artistique,Poutre femmes,73,,GBR,Ruby EVANS,,
Gymnastique-artistique,Poutre femmes,74,,POR,Filipa MARTINS,,
Gymnastique-artistique,Poutre femmes,75,,PHI,Levi RUIVIVAR,,
Gymnastique-artistique,Poutre femmes,76,,HAI,Lynnzee BROWN,,
Gymnastique-artistique,Poutre femmes,77,,ISR,Lihie RAZ,,
Gymnastique-artistique,Poutre femmes,78,,GER,Pauline SCHAEFER,,
Gymnastique-artistique,Poutre femmes,79,,JPN,Kohane USHIOKU,,
Gymnastique-artistique,Poutre femmes,80,,KOR,Dohyun EOM,,
Gymnastique-artistique,Poutre femmes,81,,CAN,Shallon OLSEN,,
Gymnastique-artistique,Poutre femmes,82,,AUS,Kate MCDONALD,,
Gymnastique-artistique,Poutre femmes,83,,AUS,Breanna SCOTT,,
Gymnastique-artistique,Poutre femmes,84,,FRA,Ming VAN EIJKEN,,
Gymnastique-artistique,Poutre femmes,85,,RSA,Caitlin ROOSKRANTZ,,
Gymnastique-artistique,Poutre femmes,86,,ALG,Kaylia NEMOUR,,
Gymnastique-artistique,Poutre femmes,87,,TPE,Hua-Tien TING,,
Gymnastique-artistique,Poutre femmes,88,,COL,Luisa BLANCO,,
Gymnastique-artistique,Poutre femmes,89,,USA,Jordan CHILES,,
Gymnastique-artistique,Poutre femmes,90,,MEX,Alexa MORENO,,
Canoe-slalom,Canoe simple femmes,1,O,AUS,Jessica FOX,101.06,
Canoe-slalom,Canoe simple femmes,2,A,GER,Elena LILIK,103.54,
Canoe-slalom,Canoe simple femmes,3,B,USA,Evy LEIBFARTH,109.95,
Canoe-slalom,Canoe simple femmes,4,4,SVK,Zuzana PANKOVA,111.07,
Canoe-slalom,Canoe simple femmes,5,5,BRA,Ana SATILA,112.70,
Canoe-slalom,Canoe simple femmes,6,6,AND,Monica DORIA VILARRUBLA,113.58,
Canoe-slalom,Canoe simple femmes,7,7,CZE,Gabriela SATKOVA,114.22,
Canoe-slalom,Canoe simple femmes,8,8,SUI,Alena MARX,114.61,
Canoe-slalom,Canoe simple femmes,9,9,SLO,Eva Alina HOCEVAR,115.48,
Canoe-slalom,Canoe simple femmes,10,10,ESP,Miren LAZKANO,116.97,
Canoe-slalom,Canoe simple femmes,11,11,UKR,Viktoriia US,117.98,
Canoe-slalom,Canoe simple femmes,12,12,GBR,Mallory FRANKLIN,165.15,
Canoe-slalom,Canoe simple femmes,13,13,FRA,Marjorie DELASSUS,,
Canoe-slalom,Canoe simple femmes,14,14,AUT,Viktoria WOLFFHARDT,,
Canoe-slalom,Canoe simple femmes,15,15,CHN,Juan HUANG,,
Canoe-slalom,Canoe simple femmes,16,16,NED,Lena TEUNISSEN,,
Canoe-slalom,Canoe simple femmes,17,17,POL,Klaudia Kinga ZWOLINSKA,,
Canoe-slalom,Canoe simple femmes,18,18,ITA,Marta BERTONCELLI,,
Canoe-slalom,Canoe simple femmes,19,19,CAN,Lois BETTERIDGE,,
Canoe-slalom,Canoe simple femmes,20,20,JPN,Haruka OKAZAKI,,
Canoe-slalom,Canoe simple femmes,21,21,IRL,Michaela CORCORAN,,
Canoe-sprint,C2 500m hommes,1,O,CHN,Hao LIU / Bowen JI,1:39.48,
Canoe-sprint,C2 500m hommes,2,A,ITA,Gabriele CASADEI / Carlo TACCHINI,1:41.08,
Canoe-sprint,C2 500m hommes,3,B,ESP,Joan Antoni MORENO / Diego DOMINGUEZ,1:41.18,
Canoe-sprint,C2 500m hommes,4,4,MIX,Zakhar PETROV / Alexey KOROVASHKOV,1:41.27,
Canoe-sprint,C2 500m hommes,5,5,GER,Peter KRETSCHMER / Tim HECKER,1:41.62,
Canoe-sprint,C2 500m hommes,6,6,HUN,Balazs ADOLF / Jonatan HAJDU,1:41.66,
Canoe-sprint,C2 500m hommes,7,7,CZE,Petr FUKSA / Martin FUKSA,1:41.83,
Canoe-sprint,C2 500m hommes,8,8,BRA,Jacky Jamael NASCIMENTO GODMANN / Isaquias QUEIROZ,1:42.58,
Canoe-sprint,C2 500m hommes,9,9,ROU,Ilie SPRINCEAN / Oleg NUTA,,
Canoe-sprint,C2 500m hommes,10,10,FRA,Loic LEONARD / Adrien BART,,
Canoe-sprint,C2 500m hommes,11,11,KAZ,Sergey YEMELYANOV / Timur KHAIDAROV,,
Canoe-sprint,C2 500m hommes,12,12,ANG,Manuel ANTONIO / Benilson SANDA,,
Canoe-sprint,C2 500m hommes,13,13,NZL,Max BROWN / Grant CLANCY,,
Gymnastique-artistique,Cheval d arcons hommes,1,O,IRL,Rhys MC CLENAGHAN,15.533,
Gymnastique-artistique,Cheval d arcons hommes,2,A,KAZ,Nariman KURBANOV,15.433,
Gymnastique-artistique,Cheval d arcons hommes,3,B,USA,Stephen NEDOROSCIK,15.300,
Gymnastique-artistique,Cheval d arcons hommes,4,4,GBR,Max WHITLOCK,15.200,
Gymnastique-artistique,Cheval d arcons hommes,5,5,UKR,Oleg VERNIAIEV,14.966,
Gymnastique-artistique,Cheval d arcons hommes,6,6,JPN,Takaaki SUGINO,14.933,
Gymnastique-artistique,Cheval d arcons hommes,7,7,KOR,Woong HUR,14.300,
Gymnastique-artistique,Cheval d arcons hommes,8,8,NED,Loran DE MUNCK,13.733,
Gymnastique-artistique,Cheval d arcons hommes,9,,GER,Lukas DAUSER,,
Gymnastique-artistique,Cheval d arcons hommes,10,,ITA,Nicola BARTOLINI,,
Gymnastique-artistique,Cheval d arcons hommes,11,,UKR,Igor RADIVILOV,,
Gymnastique-artistique,Cheval d arcons hommes,12,,TUR,Ferhat ARICAN,,
Gymnastique-artistique,Cheval d arcons hommes,13,,GBR,Jake JARMAN,,
Gymnastique-artistique,Cheval d arcons hommes,14,,JPN,Wataru TANIGAWA,,
Gymnastique-artistique,Cheval d arcons hommes,15,,CHN,Ruoteng XIAO,,
Gymnastique-artistique,Cheval d arcons hommes,16,,CHN,Yang LIU,,
Gymnastique-artistique,Cheval d arcons hommes,17,,NED,Jermain GRUENBERG,,
Gymnastique-artistique,Cheval d arcons hommes,18,,ITA,Carlo MACCHINI,,
Gymnastique-artistique,Cheval d arcons hommes,19,,ESP,Rayderley Miguel ZAPATA,,
Gymnastique-artistique,Cheval d arcons hommes,20,,UZB,Khabibullo ERGASHEV,,
Gymnastique-artistique,Cheval d arcons hommes,21,,GER,Nils DUNKEL,,
Gymnastique-artistique,Cheval d arcons hommes,22,,GER,Pascal BRENDEL,,
Gymnastique-artistique,Cheval d arcons hommes,23,,GBR,Harry HEPWORTH,,
Gymnastique-artistique,Cheval d arcons hommes,24,,JOR,Ahmad ABU AL SOUD,,
Gymnastique-artistique,Cheval d arcons hommes,25,,JPN,Shinnosuke OKA,,
Gymnastique-artistique,Cheval d arcons hommes,26,,SUI,Luca GIUBELLINI,,
Gymnastique-artistique,Cheval d arcons hommes,27,,JPN,Daiki HASHIMOTO,,
Gymnastique-artistique,Cheval d arcons hommes,28,,SUI,Florian LANGENEGGER,,
Gymnastique-artistique,Cheval d arcons hommes,29,,ESP,Thierno DIALLO,,
Gymnastique-artistique,Cheval d arcons hommes,30,,BUL,Kevin PENEV,,
Gymnastique-artistique,Cheval d arcons hommes,31,,NED,Casimir SCHMIDT,,
Gymnastique-artistique,Cheval d arcons hommes,32,,ESP,Nestor ABAD,,
Gymnastique-artistique,Cheval d arcons hommes,33,,TUR,Ahmet ONDER,,
Gymnastique-artistique,Cheval d arcons hommes,34,,TUR,Emre DODANLI,,
Gymnastique-artistique,Cheval d arcons hommes,35,,ITA,Lorenzo Minh CASALI,,
Gymnastique-artistique,Cheval d arcons hommes,36,,USA,Asher HONG,,
Gymnastique-artistique,Cheval d arcons hommes,37,,CHN,Boheng ZHANG,,
Gymnastique-artistique,Cheval d arcons hommes,38,,PHI,Carlos YULO,,
Gymnastique-artistique,Cheval d arcons hommes,39,,SUI,Matteo GIUBELLINI,,
Gymnastique-artistique,Cheval d arcons hommes,40,,JPN,Kazuma KAYA,,
Gymnastique-artistique,Cheval d arcons hommes,41,,KOR,Junho LEE,,
Gymnastique-artistique,Cheval d arcons hommes,42,,ESP,Nicolau MIR,,
Gymnastique-artistique,Cheval d arcons hommes,43,,CAN,William EMARD,,
Gymnastique-artistique,Cheval d arcons hommes,44,,USA,Paul JUDA,,
Gymnastique-artistique,Cheval d arcons hommes,45,,ESP,Joel PLATA,,
Gymnastique-artistique,Cheval d arcons hommes,46,,AUS,Jesse MOORE,,
Gymnastique-artistique,Cheval d arcons hommes,47,,CAN,Samuel ZAKUTNEY,,
Gymnastique-artistique,Cheval d arcons hommes,48,,BRA,Diogo SOARES,,
Gymnastique-artistique,Cheval d arcons hommes,49,,GER,Timo EDER,,
Gymnastique-artistique,Cheval d arcons hommes,50,,SUI,Noe SEIFERT,,
Gymnastique-artistique,Cheval d arcons hommes,51,,UZB,Abdulla AZIMOV,,
Gymnastique-artistique,Cheval d arcons hommes,52,,CHN,Jingyuan ZOU,,
Gymnastique-artistique,Cheval d arcons hommes,53,,HUN,Krisztofer MESZAROS,,
Gymnastique-artistique,Cheval d arcons hommes,54,,USA,Brody MALONE,,
Gymnastique-artistique,Cheval d arcons hommes,55,,USA,Frederick RICHARD,,
Gymnastique-artistique,Cheval d arcons hommes,56,,CYP,Marios GEORGIOU,,
Gymnastique-artistique,Cheval d arcons hommes,57,,NED,Frank RIJKEN,,
Gymnastique-artistique,Cheval d arcons hommes,58,,GBR,Luke WHITEHOUSE,,
Gymnastique-artistique,Cheval d arcons hommes,59,,TUR,Ibrahim COLAK,,
Gymnastique-artistique,Cheval d arcons hommes,60,,SUI,Taha SERHANI,,
Gymnastique-artistique,Cheval d arcons hommes,61,,UKR,Illia KOVTUN,,
Gymnastique-artistique,Cheval d arcons hommes,62,,UKR,Radomyr STELMAKH,,
Gymnastique-artistique,Cheval d arcons hommes,63,,GBR,Joe FRASER,,
Gymnastique-artistique,Cheval d arcons hommes,64,,NED,Martijn DE VEER,,
Gymnastique-artistique,Cheval d arcons hommes,65,,TUR,Adem ASIL,,
Gymnastique-artistique,Cheval d arcons hommes,66,,CHN,Weide SU,,
Gymnastique-artistique,Cheval d arcons hommes,67,,CAN,Zachary CLAY,,
Gymnastique-artistique,Cheval d arcons hommes,68,,CAN,Rene COURNOYER,,
Gymnastique-artistique,Cheval d arcons hommes,69,,BEL,Luka VAN DEN KEYBUS,,
Gymnastique-artistique,Cheval d arcons hommes,70,,KAZ,Milad KARIMI,,
Gymnastique-artistique,Cheval d arcons hommes,71,,ITA,Mario MACCHIATI,,
Gymnastique-artistique,Cheval d arcons hommes,72,,GER,Andreas TOBA,,
Gymnastique-artistique,Cheval d arcons hommes,73,,ISR,Artem DOLGOPYAT,,
Gymnastique-artistique,Cheval d arcons hommes,74,,ITA,Yumin ABBADINI,,
Gymnastique-artistique,Cheval d arcons hommes,75,,UKR,Nazar CHEPURNYI,,
Gymnastique-artistique,Cheval d arcons hommes,76,,EGY,Omar MOHAMED,,
Gymnastique-artistique,Cheval d arcons hommes,77,,CAN,Felix DOLCI,,
Canoe-sprint,C1 200m femmes,1,O,CAN,Katie VINCENT,44.12,
Canoe-sprint,C1 200m femmes,2,A,USA,Nevin HARRISON,44.13,
Canoe-sprint,C1 200m femmes,3,B,CUB,Yarisleidis CIRILO DUBOYS,44.36,
Canoe-sprint,C1 200m femmes,4,4,ESP,Antia JACOME,44.78,
Canoe-sprint,C1 200m femmes,5,5,MIX,Yuliya TRUSHKINA,44.83,
Canoe-sprint,C1 200m femmes,6,6,CAN,Sophia JENSEN,45.08,
Canoe-sprint,C1 200m femmes,7,7,CHN,Wenjun LIN,45.23,
Canoe-sprint,C1 200m femmes,8,8,HUN,Kincso TAKACS,45.68,
Canoe-sprint,C1 200m femmes,9,9,ESP,Maria CORBERA,45.45,
Canoe-sprint,C1 200m femmes,10,10,POL,Dorota BOROWSKA,46.36,
Canoe-sprint,C1 200m femmes,11,11,HUN,Agnes Anna KISS,46.54,
Canoe-sprint,C1 200m femmes,12,12,CHI,Maria MAILLIARD,46.77,
Canoe-sprint,C1 200m femmes,13,13,BRA,Valdenice CONCEICAO DO NASCIMENTO,46.82,
Canoe-sprint,C1 200m femmes,14,14,UKR,Anastasiia CHETVERIKOVA,47.71,
Canoe-sprint,C1 200m femmes,15,15,CHI,Karen ROCO,48.25,
Canoe-sprint,C1 200m femmes,16,16,UKR,Liudmyla LUZAN,,
Canoe-sprint,C1 200m femmes,17,17,POL,Katarzyna SZPERKIEWICZ,47.74,
Canoe-sprint,C1 200m femmes,18,18,MIX,Olesia ROMASENKO,47.92,
Canoe-sprint,C1 200m femmes,19,19,UZB,Nilufar ZOKIROVA,48.47,
Canoe-sprint,C1 200m femmes,20,20,GER,Lisa JAHN,48.55,
Canoe-sprint,C1 200m femmes,21,21,KAZ,Mariya BROVKOVA,48.61,
Canoe-sprint,C1 200m femmes,22,22,CUB,Yinnoly Francheska LOPEZ LAMADRID,48.76,
Canoe-sprint,C1 200m femmes,23,23,MDA,Daniela COCIU,48.93,
Canoe-sprint,C1 200m femmes,24,24,VIE,Thi Huong NGUYEN,49.09,
Canoe-sprint,C1 200m femmes,25,25,NGR,Ayomide Emmanuel BELLO,49.24,
Canoe-sprint,C1 200m femmes,26,26,COL,Manuela GOMEZ SANCHEZ,49.54,
Canoe-sprint,C1 200m femmes,27,27,FRA,Eugenie DORANGE,49.67,
Canoe-sprint,C1 200m femmes,28,28,GER,Maike JAKOB,51.40,
Canoe-sprint,C1 200m femmes,29,29,MDA,Maria OLARASU,52.03,
Canoe-sprint,C1 200m femmes,30,30,SEN,Combe SECK,53.82,
Canoe-sprint,C1 200m femmes,31,31,STP,Herminia TEIXEIRA SANTANA,1:00.28,
Canoe-sprint,C1 200m femmes,32,32,NGR,Beauty Akinaere OTUEDO,1:01.82,
Canoe-sprint,C1 200m femmes,33,33,GUM,Raina TAITINGFONG,1:07.17,
Athletisme,400m hommes,1,O,USA,Quincy HALL,43.40,
Athletisme,400m hommes,2,A,GBR,Matthew HUDSON-SMITH,43.44,
Athletisme,400m hommes,3,B,ZAM,Muzala SAMUKONGA,43.74,
Athletisme,400m hommes,4,4,TTO,Jereem RICHARDS,43.78,
Athletisme,400m hommes,5,5,GRN,Kirani JAMES,43.87,
Athletisme,400m hommes,6,6,USA,Christopher BAILEY,44.58,
Athletisme,400m hommes,7,7,NGR,Samuel OGAZI,44.73,
Athletisme,400m hommes,8,8,USA,Michael NORMAN,45.62,
Athletisme,400m hommes,9,,BOT,Leungo SCOTCH,,
Athletisme,400m hommes,10,,JPN,Yuki Joseph NAKAJIMA,,
Athletisme,400m hommes,11,,CAN,Christopher MORALES-WILLIAMS,,
Athletisme,400m hommes,12,,POR,Joao COELHO,,
Athletisme,400m hommes,13,,GER,Jean Paul BREDAU,,
Athletisme,400m hommes,14,,RSA,Zakithi NENE,,
Athletisme,400m hommes,15,,UKR,Oleksandr POHORILKO,,
Athletisme,400m hommes,16,,SRI,Aruna Dharshana SINGHAPURAGE,,
Athletisme,400m hommes,17,,BRA,Lucas CARVALHO,,
Athletisme,400m hommes,18,,NGR,Chidi OKEZIE,,
Athletisme,400m hommes,19,,HUN,Attila MOLNAR,,
Athletisme,400m hommes,20,,SEN,Cheikh Tidiane DIOUF,,
Athletisme,400m hommes,21,,ITA,Davide RE,,
Athletisme,400m hommes,22,,DOM,Alexander OGANDO,,
Athletisme,400m hommes,23,,BEL,Jonathan SACOOR,,
Athletisme,400m hommes,24,,JAM,Sean BAILEY,,
Athletisme,400m hommes,25,,JPN,Kentaro SATO,,
Athletisme,400m hommes,26,,CZE,Matej KRSEK,,
Athletisme,400m hommes,27,,ITA,Luca SITO,,
Athletisme,400m hommes,28,,JPN,Fuga SATO,,
Athletisme,400m hommes,29,,QAT,Ammar Ismail YAHIA IBRAHIM,,
Athletisme,400m hommes,30,,GBR,Charles DOBSON,,
Athletisme,400m hommes,31,,SUI,Lionel SPITZ,,
Athletisme,400m hommes,32,,BOT,Bayapo NDORI,,
Athletisme,400m hommes,33,,JAM,Deandre WATKIN,,
Athletisme,400m hommes,34,,ARG,Elian LARREGINA,,
Athletisme,400m hommes,35,,BAH,Steven GARDINER,,
Athletisme,400m hommes,36,,NOR,Havard Bentdal INGVALDSEN,,
Athletisme,400m hommes,37,,AUS,Reece HOLDER,,
Athletisme,400m hommes,38,,BEL,Dylan BORLEE,,
Athletisme,400m hommes,39,,KEN,Zablon Ekhal EKWAM,,
Athletisme,400m hommes,40,,BEL,Alexander DOOM,,
Athletisme,400m hommes,41,,LCA,Michael JOSEPH,,
Athletisme,400m hommes,42,,RSA,Lythe PILLAY,,
Athletisme,400m hommes,43,,BOT,Busang Collen KEBINATSHIPI,,
Athletisme,400m hommes,44,,FRA,Gilles BIRON,,
Athletisme,400m hommes,45,,COL,Anthony ZAMBRANO,,
Athletisme,400m hommes,46,,JAM,Jevaughn POWELL,,
Athletisme,Decathlon hommes,1,O,NOR,Markus ROOTH,,
Athletisme,Decathlon hommes,2,A,GER,Leo NEUGEBAUER,,
Athletisme,Decathlon hommes,3,B,GRN,Lindon VICTOR,,
Athletisme,Decathlon hommes,4,4,NED,Sven ROOSEN,,
Athletisme,Decathlon hommes,5,5,EST,Janek OIGLANE,,
Athletisme,Decathlon hommes,6,6,EST,Johannes ERM,,
Athletisme,Decathlon hommes,7,7,USA,Harrison WILLIAMS,,
Athletisme,Decathlon hommes,8,8,GER,Niklas Kaul,,
Athletisme,Decathlon hommes,9,9,PUR,Ayden OWENS-DELERME,,
Athletisme,Decathlon hommes,10,10,USA,Heath BALDWIN,,
Athletisme,Decathlon hommes,11,11,EST,Karel TILGA,,
Athletisme,Decathlon hommes,12,12,FRA,Makenson GLETTY,,
Athletisme,Decathlon hommes,13,13,BAH,Ken MULLINGS,,
Athletisme,Decathlon hommes,14,14,BRA,Jose Fernando FERREIRA SANTANA,,
Athletisme,Decathlon hommes,15,15,GER,Till STEINFORTH,,
Athletisme,Decathlon hommes,16,16,NED,Rik TAAM,,
Athletisme,Decathlon hommes,17,17,USA,Zachery ZIEMEK,,
Athletisme,Decathlon hommes,18,18,NOR,Sander SKOTHEIM,,
Athletisme,Decathlon hommes,19,19,AUS,Daniel GOLUBOVIC,,
Athletisme,Decathlon hommes,20,20,ESP,Jorge URENA,,
Athletisme,Decathlon hommes,21,,CAN,Damian WARNER,,
Athletisme,Decathlon hommes,22,,AUS,Ashley MOLONEY,,
Gymnastique-trampoline,Homme,1,O,MIX,Ivan LITVINOVICH,63.090,
Gymnastique-trampoline,Homme,2,A,CHN,Zisai WANG,61.890,
Gymnastique-trampoline,Homme,3,B,CHN,Langyu YAN,60.950,
Gymnastique-trampoline,Homme,4,4,GBR,Zak PERZAMANOS,59.840,
Gymnastique-trampoline,Homme,5,5,POR,Gabriel ALBUQUERQUE,59.740,
Gymnastique-trampoline,Homme,6,6,FRA,Pierre GOUZOU,58.940,
Gymnastique-trampoline,Homme,7,7,COL,Angel HERNANDEZ RECALDE,53.150,
Gymnastique-trampoline,Homme,8,8,NZL,Dylan SCHMIDT,19.500,
Gymnastique-trampoline,Homme,9,9,KAZ,Danil MUSSABAYEV,,
Gymnastique-trampoline,Homme,10,10,USA,Aliaksei SHOSTAK,,
Gymnastique-trampoline,Homme,11,11,GER,Fabian VOGEL,,
Gymnastique-trampoline,Homme,12,12,BRA,Rayan DUTRA,,
Gymnastique-trampoline,Homme,13,13,AUS,Brock BATTY,,
Gymnastique-trampoline,Homme,14,14,ESP,David VEGA,,
Gymnastique-trampoline,Homme,15,15,AUT,Benny WIZANI,,
Gymnastique-trampoline,Homme,16,16,JPN,Ryusei NISHIOKA,,
Lutte,Lutte libre 125kg hommes,1,O,GEO,Geno PETRIASHVILI,13,
Lutte,Lutte libre 125kg hommes,2,A,IRI,Amir Hossein ZARE,11,
Lutte,Lutte libre 125kg hommes,3,B,TUR,Taha AKGUL,11,
Lutte,Lutte libre 125kg hommes,4,B,AZE,Giorgi MESHVILDISHVILI,10,
Lutte,Lutte libre 125kg hommes,5,=5,KGZ,Aiaal LAZAREV,5,
Lutte,Lutte libre 125kg hommes,6,=5,POL,Robert BARAN,8,
Lutte,Lutte libre 125kg hommes,7,7,HUN,Daniel LIGETI,4,
Lutte,Lutte libre 125kg hommes,8,8,MGL,Lkhagvagerel MUNKHTUR,4,
Lutte,Lutte libre 125kg hommes,9,9,CAN,Amarveer DHESI,3,
Lutte,Lutte libre 125kg hommes,10,10,USA,Mason Mark PARRIS,1,
Lutte,Lutte libre 125kg hommes,11,11,CHN,Zhiwei DENG,1,
Lutte,Lutte libre 125kg hommes,12,12,KAZ,Yusup BATIRMURZAEV,1,
Lutte,Lutte libre 125kg hommes,13,13,EGY,Diaaeldin Kamal Gouda ABDELMOTTALEB,0,
Lutte,Lutte libre 125kg hommes,14,14,PUR,Jonovan Darius SMITH,0,
Lutte,Lutte libre 125kg hommes,15,15,NGR,Ashton Adeyemi MUTUWA,0,
Lutte,Lutte libre 125kg hommes,16,16,UKR,Oleksandr KHOTSIANIVSKYI,0,
Judo,57 kg f,1,O,CAN,Christa DEGUCHI,,
Judo,57 kg f,2,A,KOR,Mimi HUH,,
Judo,57 kg f,3,B,JPN,Haruka FUNAKUBO,,
Judo,57 kg f,4,B,FRA,Sarah Leonie CYSIQUE,,
Judo,57 kg f,5,=5,BRA,Rafaela SILVA,,
Judo,57 kg f,6,=5,GEO,Eteri LIPARTELIANI,,
Judo,57 kg f,7,=7,SRB,Marica PERISIC,,
Judo,57 kg f,8,=7,MGL,Enkhriilen LKHAGVATOGOO,,
Judo,57 kg f,9,=9,GER,Pauline STARKE,,
Judo,57 kg f,10,=9,GUI,Mariana ESTEVES,,
Judo,57 kg f,11,=9,ISR,Timna NELSON LEVY,,
Judo,57 kg f,12,=9,PAN,Kristine JIMENEZ,,
Judo,57 kg f,13,=9,TKM,Maysa PARDAYEVA,,
Judo,57 kg f,14,=9,TPE,Chen-Ling LIEN,,
Judo,57 kg f,15,=9,UKR,Daria BILODID,,
Judo,57 kg f,16,=9,UZB,Shukurjon AMINOVA,,
Judo,57 kg f,17,=17,CHN,Qi CAI,,
Judo,57 kg f,18,=17,CIV,Zoulehia Abzetta DABONNE,,
Judo,57 kg f,19,=17,XXB,Muna DAHOUK,,
Judo,57 kg f,20,=17,GBR,Lele NAIRNE,,
Judo,57 kg f,21,=17,GUM,Maria ESCANO,,
Judo,57 kg f,22,=17,ITA,Veronica TONIOLO,,
Judo,57 kg f,23,=17,KIR,Nera TIEBWA,,
Judo,57 kg f,24,=17,KOS,Nora GJAKOVA,,
Judo,57 kg f,25,=17,NED,Julie BEURSKENS,,
Judo,57 kg f,26,=17,NEP,Manita SHRESTHA PRADHAN,,
Judo,57 kg f,27,=17,SLE,Mariama KOROMA,,
Judo,57 kg f,28,=17,SLO,Kaja KAJZER,,
